first_name,last_name,hire_date
Sanjeeva,Bahl,11/10/1986
Aimee,Avouris,9/18/1986
Ewing,Iisaku,11/4/1986
Chanjung,Yetim,11/2/1986
Nagui,Lorcy,7/11/1986
Tommaso,Ciolek,5/4/1986
Morrie,Anick,1/25/1986
Ulises,Diderrich,2/28/1986
Georgy,Baer,12/14/1986
Christfried,Yoshizawa,8/23/1986
Shaz,Acton,10/27/1986
Adhemar,Thambidurai,11/7/1986
Soenke,Crooks,8/6/1986
Armond,Murrill,1/20/1986
Stella,Kisuki,12/26/1986
Harngdar,Uludag,5/21/1986
Munir,Velasco,1/6/1986
Shuky,Gire,7/26/1986
Akemi,Kropp,9/16/1986
Gino,Narwekar,10/18/1986
Juichirou,Spell,9/20/1986
Zorica,Anandan,7/22/1986
Prasadram,Milicia,8/12/1986
Xiahua,Hoppenstand,4/26/1986
Kristina,Kranzdorf,12/24/1986
Irene,Demian,12/29/1986
Fei,Murtagh,1/19/1986
Conor,Whitcomb,7/14/1986
Jouni,Beeson,3/28/1986
Kristinn,Litecky,2/17/1986
Monique,Murrill,3/7/1986
Shakhar,Plesums,12/3/1986
Monique,Baca,7/16/1986
Elvia,Alblas,12/3/1986
Junichi,Pesch,9/11/1986
Koichi,Crooks,8/27/1986
Nidapan,Kragelund,11/28/1986
Rosalyn,Cusworth,4/8/1986
Hitofumi,Kalefeld,8/29/1986
Adas,Maliniak,12/15/1986
Jianwen,Muhlberg,6/10/1986
Yuguang,Hebden,2/1/1986
Tomokazu,Grabner,2/22/1986
Heeju,Bernardinello,10/21/1986
Sumant,Melichar,2/19/1986
Premal,Landherr,5/3/1986
Becky,Riesenhuber,11/11/1986
Tianruo,Azevdeo,6/16/1986
Teunis,Kolvik,5/18/1986
Sachio,Conia,2/5/1986
Niranjan,Zucker,8/6/1986
Marek,Soloway,1/12/1986
Kiam,Christ,3/3/1986
Morris,Iwayama,7/27/1986
Shrikanth,Zaiane,7/28/1986
Pranjal,Esteva,6/11/1986
Pasqua,Straney,3/12/1986
Radhia,Kavanagh,1/4/1986
Irene,Brendel,4/17/1986
Zhenhua,Passino,6/1/1986
Deniz,Garnier,1/27/1986
Mohan,Fargier,7/3/1986
Leandro,Beetstra,10/9/1986
Irene,Bojadziev,8/13/1986
Pintsang,Rajala,4/18/1986
Rutger,Uludag,11/19/1986
Constantino,Zschoche,9/11/1986
Zhiguo,Kalsbeek,3/20/1986
Valery,Perry,11/23/1986
Jaroslava,Koblitz,5/17/1986
Leon,Bugaenko,3/28/1986
Sashi,Kaiser,9/17/1986
Takanari,Rikino,7/18/1986
Caolyn,Prochazka,4/16/1986
Yuchang,Ginesta,4/1/1986
Edwin,Merel,11/29/1986
Vishwani,Farris,3/18/1986
Leucio,Piancastelli,6/30/1986
Marco,Copas,9/12/1986
Jasminko,Iwayama,2/19/1986
Salvador,Wielonsky,6/28/1986
Khosrow,Xiaoshan,7/26/1986
Alper,Schauser,4/11/1986
Udaiprakash,Rosenbaum,7/29/1986
Aram,Asrin,11/2/1986
Nevin,Kawashima,7/24/1986
Shih,Lorcy,6/25/1986
Marsja,Eugenio,4/5/1986
Leaf,Fetvedt,7/10/1986
Godehard,Chachaty,12/15/1986
Vishwani,Kornatzky,3/8/1986
Indrajit,Velasco,5/17/1986
Suzette,Tokunaga,3/31/1986
Hidde,Kisuki,12/3/1986
Fumitaka,Silva,7/26/1986
Mitsuyuki,Varman,3/18/1986
Eran,Hutton,4/5/1986
Leah,Plesums,11/6/1986
Marsal,Lovengreen,9/29/1986
Boguslaw,Soicher,2/19/1986
Satoru,Yurov,8/19/1986
Leucio,Schlegelmilch,6/28/1986
Chanjung,Xiaoshan,7/9/1986
Mani,Merro,7/22/1986
Zhanqiu,Woycyznski,8/20/1986
Neven,Zyda,8/17/1986
Jayson,Jumpertz,6/14/1986
Kiam,Usdin,3/10/1986
Poornachandra,Picht,5/26/1986
Sanjay,Grandbois,5/2/1986
Anwar,Reinhard,5/3/1986
Luerbio,Valiente,11/13/1986
Remko,Ranka,8/24/1986
Mantis,Vecchio,2/16/1986
Odoardo,Munck,6/4/1986
Quingbo,Coombs,4/29/1986
Arumugam,Herbst,9/28/1986
Emdad,Cunliffe,11/30/1986
Mihalis,Mitina,9/24/1986
Akemi,Magalhaes,2/10/1986
Radoslaw,Noriega,7/20/1986
Debaprosad,Bahr,8/17/1986
Renny,Marletta,5/3/1986
Dung,Syrzycki,2/10/1986
Kellyn,Serov,2/28/1986
Ulf,Chachaty,11/12/1986
Zhiwei,Puppe,1/10/1986
Shakhar,Deverell,10/30/1986
Trygve,Chleq,6/5/1986
Rafols,Peha,11/1/1986
Jaewoo,Ciolek,12/18/1986
Serap,Facello,6/29/1986
Uzi,Luon,4/9/1986
Marsha,Munck,6/8/1986
Guiseppe,Sherertz,5/8/1986
Ramzi,Keustermans,11/28/1986
Haldon,Spataro,4/11/1986
Remko,Ranze,3/23/1986
Aleksander,Glinert,4/18/1986
Izaskun,Gammage,11/10/1986
Przemyslawa,Rando,9/20/1986
Bikash,Tiemann,5/9/1986
Mayuko,Shackel,7/11/1986
Padma,Brlek,6/15/1986
Miomir,Schusler,10/26/1986
Yurij,Engberts,1/8/1986
Moriyoshi,Kumaresan,6/5/1986
Atilio,Schiettecatte,3/14/1986
Marko,Reutenauer,3/18/1986
Roded,Nollmann,4/3/1986
Chiranjit,Karnin,5/28/1986
Shigehiro,Barinka,5/25/1986
Inderjeet,Demos,6/24/1986
Nirmal,Gide,5/22/1986
Hausi,Manders,8/4/1986
Yuichiro,Speckmann,9/8/1986
Khaled,Kaltofen,9/22/1986
Nagui,Seghrouchni,2/14/1986
Herbert,Gulik,2/6/1986
Zongyan,Lamba,8/29/1986
Chandrasekaran,Luiz,1/14/1986
Bartek,Picel,8/29/1986
Marc,Waterhouse,6/27/1986
Arif,Slobodova,5/21/1986
Jungsoon,Domenig,9/7/1986
Kiyotoshi,Zaiane,1/2/1986
Anestis,Eickenmeyer,5/26/1986
Yongmin,Suessmith,4/19/1986
Tadahiko,Sewelson,9/17/1986
Eishiro,Asrin,12/1/1986
Becky,Jervis,9/8/1986
Jagoda,Belinskaya,8/18/1986
Manu,Weedon,3/24/1986
Olivera,Krybus,7/3/1986
Genta,Falster,10/13/1986
Aran,Lalonde,5/21/1986
Kannan,Shanbhogue,5/2/1986
Tommaso,Muhlberg,12/27/1986
Torsten,Lemarechal,10/5/1986
Hyuncheol,Gubsky,7/10/1986
Mechthild,Kawashimo,8/2/1986
Bikash,Pero,8/9/1986
Zita,Fargier,8/14/1986
Masaki,Takanami,5/3/1986
Etsuo,Ratnaker,8/11/1986
Van,Akiyama,8/22/1986
Atreye,Vernadat,5/28/1986
Jeanne,Henders,8/12/1986
Vasiliy,Speek,8/16/1986
Khalil,Baer,11/18/1986
Shaunak,Schaad,4/12/1986
Takahiro,Spataro,2/14/1986
Somnath,Rosenbaum,5/2/1986
Tesuya,Zobel,3/16/1986
Mikhail,Hagimont,8/31/1986
Feixiong,Mitsuhashi,9/14/1986
Bangqing,Jording,4/21/1986
Ipke,Pews,3/2/1986
Dhritiman,Kermarrec,3/16/1986
Shuzo,Ginesta,2/11/1986
Wuxu,Liedekerke,2/1/1986
Kellie,Azulay,3/31/1986
Piyawadee,Katalagarianos,4/21/1986
Haldon,Armand,11/21/1986
Berto,Suri,8/7/1986
Moto,Gips,8/18/1986
Zito,Boguraev,7/20/1986
Shahid,Denti,7/18/1986
Takushi,Pramanik,3/12/1986
Francoise,Polupanov,11/28/1986
Lijie,Babb,3/10/1986
Ghassan,Hutter,5/10/1986
Sailaja,Azulay,8/22/1986
Tomoyuki,Fritzsche,6/2/1986
Fabrizio,Hempstead,7/19/1986
Isaac,Cardazo,4/25/1986
Steve,Maquelin,1/3/1986
Kenroku,Muhling,9/2/1986
Gino,DasSarma,9/30/1986
Annemarie,Shobatake,2/22/1986
Gonzalo,Pero,4/26/1986
Odysseas,Maraist,9/4/1986
Mana,Trelles,1/23/1986
Alassane,Lanteri,3/15/1986
Erzsebet,Demian,2/26/1986
Arvind,Zeilberger,5/21/1986
Branimir,Hennings,4/17/1986
Akeno,Ruemmler,5/16/1986
Ekawit,Maquelin,2/26/1986
Hirochika,Milicic,1/16/1986
Shigehiro,Angot,7/31/1986
Younwoo,Peron,1/12/1986
Duro,Kermarrec,11/30/1986
Irena,Bisiani,5/16/1986
Adhemar,Savasere,8/15/1986
Alselm,Trogemann,12/16/1986
Tadahiko,Heystek,7/5/1986
Rafael,Strehl,12/19/1986
Val,Validov,2/16/1986
Nigel,Biros,3/1/1986
Somnath,Kitsuregawa,6/10/1986
Ymte,Pleszkun,9/8/1986
Mohan,Garrabrants,3/6/1986
Ute,Egerstedt,3/6/1986
Udi,Suwa,7/26/1986
Ingemar,Birnbaum,2/21/1986
Demin,Suermann,10/10/1986
Hisao,Naudin,3/4/1986
Yakkov,Eiron,1/30/1986
Yongmao,Akaboshi,1/19/1986
Parke,Morrow,2/25/1986
Gaurav,Harllee,12/25/1986
Shim,Yeung,3/25/1986
Chiradeep,Gimbel,12/1/1986
Mohd,Anandan,1/16/1986
Xiaoshan,Azuma,6/24/1986
Bodh,Botman,9/7/1986
Mountaz,Porotnikoff,12/25/1986
Peer,Andreotta,4/2/1986
Manohar,Hertweck,1/28/1986
Miquel,Cools,1/8/1986
Teruyuki,Parveen,11/30/1986
Faiza,Mikschl,1/21/1986
Feiyu,Mitsuhashi,1/17/1986
Jaana,Peternell,5/21/1986
Heather,Buescher,6/25/1986
Morrie,Aseltine,1/11/1986
Valeri,Heemskerk,4/8/1986
Somnath,Kalafatis,3/16/1986
Dietrich,Litzkow,3/15/1986
Bluma,Bernardinello,11/26/1986
Masako,Molenkamp,5/9/1986
Debaprosad,Hatcliff,1/3/1986
Serap,Bahi,5/15/1986
Miquel,Kaiserswerth,4/6/1986
Eckart,Assaf,3/11/1986
Pantung,Kalorkoti,3/10/1986
Gil,Frijda,3/3/1986
Marek,Hedayat,12/19/1986
Sajjan,Vasanthakumar,2/26/1986
Alper,Unno,6/25/1986
Kshitij,Eickenmeyer,4/13/1986
Xinglin,Breugel,3/10/1986
Diederik,Uhrik,5/31/1986
Surveyors,Quittner,10/24/1986
Jingling,Jeansoulin,3/18/1986
Mani,Skafidas,12/9/1986
Takahira,Fiebach,7/25/1986
Gaurav,Bressoud,7/25/1986
Tzu,Cheshire,1/14/1986
Lucian,Rathonyi,12/19/1986
Jeane,Cullers,8/10/1986
Tomofumi,Vieri,8/15/1986
Yunming,Deyuan,4/8/1986
Shin,Zaumen,9/12/1986
Godehard,Smeets,2/23/1986
Weidon,Dalphin,1/3/1986
Garnik,Gubsky,6/27/1986
Sanjai,Ciolek,1/26/1986
Rimli,Eugenio,12/31/1986
Otilia,Luon,12/9/1986
Mikhail,Kroft,10/16/1986
Yucel,Fujisaki,8/2/1986
Mrinalini,Valette,6/11/1986
Michaela,Schaap,12/7/1986
Subir,Swiler,6/17/1986
Bedrich,Baak,9/19/1986
Dulce,Leaver,4/12/1986
Navid,Marrakchi,6/23/1986
Itzchak,Iwayama,3/3/1986
Nadjib,Pauthner,6/14/1986
Alagu,Gunderson,11/25/1986
Manu,Velasco,6/18/1986
Vishv,Neimat,11/9/1986
Arnould,Takanami,12/15/1986
Junsik,Lampe,11/17/1986
Stevo,Yoshimura,11/2/1986
Ewing,Denis,1/19/1986
Hyuckchul,Cooke,12/17/1986
Kerryn,Felder,12/4/1986
Marlo,Muchinsky,12/8/1986
Angus,Kropf,10/16/1986
Alair,Straney,11/15/1986
Radhia,Bashian,6/20/1986
Elzbieta,Anguita,3/30/1986
Uzi,Gente,9/1/1986
Zhongwei,DeMori,5/19/1986
Kwangyoen,Ullian,12/26/1986
Geoffry,DeMori,6/13/1986
Duro,Zaccaria,2/8/1986
Tetsushi,Murtagh,7/12/1986
Morris,Salinas,12/3/1986
Vatsa,Yoshizawa,2/1/1986
Jaideep,Aamodt,7/16/1986
Krisda,Shrader,1/22/1986
Radoslaw,Peot,4/23/1986
Qiwen,Condotta,3/16/1986
Rafols,Viele,9/19/1986
Evgueni,Weiland,3/11/1986
Kensei,Schaad,8/13/1986
Shigenori,Gyorkos,1/12/1986
IEEE,Penn,9/11/1986
Mayuri,Erez,9/19/1986
Charlene,Ramsey,7/30/1986
Josyula,Luga,9/4/1986
Akeno,Schapiro,9/4/1986
Dipayan,Isaac,9/17/1986
Taisook,Curless,11/23/1986
Abdelkader,Akazan,2/27/1986
Debaprosad,Kruskal,5/9/1986
Constantine,Fandrianto,8/13/1986
Marie,Szemeredi,7/8/1986
Huai,Senzako,8/16/1986
Yurii,Kalorkoti,6/21/1986
Arif,DasSarma,8/8/1986
Yunming,Bharadwaj,11/18/1986
Kwok,Smeets,7/30/1986
Kristine,Vieth,4/12/1986
Jessie,Leivant,1/22/1986
Mana,Steenbeek,4/16/1986
Arunachalam,Jansen,10/16/1986
Arlette,Molenkamp,6/3/1986
Katsuo,Esposito,10/31/1986
Kwangho,Morrin,12/16/1986
Babette,Ananiadou,3/3/1986
Vatsa,Kusakari,3/26/1986
Xiahua,Albarhamtoshy,7/15/1986
Shai,Cangellaris,7/31/1986
Vishwani,Reeker,9/19/1986
Yoshimitsu,Sigstam,12/17/1986
Filipe,Bottner,1/1/1986
Surveyors,Steenbeek,9/24/1986
Feipei,Camarinopoulos,10/20/1986
Shen,Talmor,7/15/1986
Sivanarayana,Karunanithi,11/8/1986
Sajjan,Murtafg,9/15/1986
Bodh,McConalogue,6/7/1986
Fei,Liedekerke,7/28/1986
Wuxu,Manderick,11/3/1986
Mikhail,Schiettecatte,8/11/1986
Shuzo,Rindone,10/18/1986
Souichi,Breugel,7/25/1986
Woody,Bernick,11/4/1986
Lansing,Lindenbaum,4/20/1986
Eran,Puppo,12/3/1986
Yuping,Businaro,1/16/1986
Hideo,Herber,5/16/1986
Visit,Suri,12/20/1986
Sedat,Pouyioutas,11/28/1986
Maik,Radhakrishnan,12/31/1986
Jianhui,Duclos,7/10/1986
Sariel,Heijenga,3/6/1986
Shunichi,Lieblein,4/14/1986
Gro,Czap,3/9/1986
Fumitaka,Jiang,4/22/1986
Kristine,Aloia,7/22/1986
Jolita,Magliocco,1/11/1986
Kiyotoshi,Basagni,1/12/1986
Kazuhide,Uehara,1/9/1986
Xinan,Mahmud,12/16/1986
Xiaoheng,Besancenot,11/29/1986
Ipke,Anick,8/16/1986
Vesna,Brookman,12/12/1986
Constantijn,Erva,6/16/1986
Valdiodio,Takanami,10/30/1986
Sudhanshu,Beidas,6/8/1986
Eric,Stamatiou,1/9/1986
Utz,Werthner,2/23/1986
Arie,Rettelbach,2/2/1986
Mario,Weiland,4/17/1986
Wilmer,Haumacher,8/10/1986
Serge,Laurillard,12/5/1986
Gay,Ponthieu,3/1/1986
Jeong,Rothe,3/16/1986
Gilbert,Rissanen,3/19/1986
Kristin,Swiss,7/28/1986
Munenori,Vieth,5/19/1986
Mitchel,Werthner,10/15/1986
Weicheng,Gulik,5/2/1986
Dipankar,Coullard,4/19/1986
Sivanarayana,Armand,10/10/1986
Marl,Piveteau,3/20/1986
Sorina,Chaudhury,5/13/1986
Jacqueline,Luon,12/15/1986
Renee,Cichocki,12/29/1986
Mohammad,Vesel,10/11/1986
Mechthild,Maliniak,3/10/1986
Miquel,Rouquie,12/9/1986
Xinyu,Akazan,6/7/1986
Xuejun,dAstous,5/29/1986
Ortrud,Hennebert,12/20/1986
Jaihie,Brendel,12/24/1986
Sadun,Luby,1/6/1986
Mang,Marchesini,3/25/1986
Pranay,Thorelli,2/28/1986
Sven,Schrooten,11/3/1986
Jiafu,Mundy,5/28/1986
Toshiko,Heyers,11/29/1986
Yakkov,Soicher,6/4/1986
Zhanqiu,Schaap,9/16/1986
Shan,Molenaar,3/17/1986
Kristina,Schonegge,11/6/1986
Marin,Bardell,1/26/1986
Subhrajyoti,Beznosov,12/21/1986
Chinya,Tsunoo,3/4/1986
Josyula,Kambil,10/1/1986
Bernt,Valette,8/18/1986
Utpal,Giaccio,10/19/1986
Tetsushi,Rothe,10/19/1986
Godehard,Rullman,2/8/1986
Vidya,Zweizig,12/22/1986
Tze,Azadmanesh,10/8/1986
Danco,Luon,11/19/1986
Bouchung,Bugrara,5/31/1986
Jaewoo,Merks,2/26/1986
Lorien,Badr,12/27/1986
Rafael,Fetvedt,6/7/1986
Doohun,Zyda,3/31/1986
Kristin,Biros,6/21/1986
Bojan,Rosen,3/12/1986
Yaghout,Vesna,1/23/1986
Hitomi,Harllee,11/28/1986
Phillip,Ossenbruggen,4/15/1986
Dayanand,Chenney,9/26/1986
Kitty,Perelgut,8/2/1986
Mingsen,Heusch,8/6/1986
Subhada,Rosti,1/28/1986
Tsz,Vesna,10/26/1986
Unal,Brodie,12/1/1986
Idoia,Lundstrom,4/16/1986
Shaunak,Baak,10/24/1986
Jinpo,Takkinen,2/15/1986
Mrinalini,Kieras,5/26/1986
Shigeichiro,Provine,11/17/1986
Rance,Chinin,11/5/1986
Souichi,Anick,4/21/1986
Zengping,Polupanov,7/5/1986
Akeno,Pashtan,12/3/1986
Neelam,Kulisch,12/8/1986
Naftaly,Plavsic,6/29/1986
Adil,Lambe,2/1/1986
Xumin,Velardi,3/7/1986
Otmar,Asrin,12/20/1986
Demos,Ranum,4/28/1986
Shigeu,Emmerich,5/5/1986
Guozhong,Baar,11/6/1986
Adin,Valiente,9/15/1986
Zhiguo,Dayana,3/30/1986
Sanjiv,Mayerwieser,8/2/1986
Shigeu,Valette,5/6/1986
Anyuan,Zaiane,8/27/1986
Fumino,Dulay,6/11/1986
Carrsten,Bazzichi,6/12/1986
Anneke,Erva,4/29/1986
Shan,Penz,12/28/1986
Akhilish,Buchter,3/26/1986
Tuval,Chartres,5/26/1986
Shem,Jayawardene,11/23/1986
Shuji,Matzat,4/26/1986
Hugh,Iisaka,3/26/1986
Xiaocheng,Detkin,11/16/1986
Tru,Angot,10/18/1986
Ayonca,Verspoor,10/4/1986
Uri,Masada,6/21/1986
Ferdinand,Ramaiah,2/20/1986
Werner,Beznosov,8/20/1986
Dinah,Garigliano,7/1/1986
Vasilii,Fargier,9/2/1986
Serenella,Harllee,10/25/1986
Theron,Papadias,11/3/1986
Phuoc,Saoudi,6/9/1986
Falguni,Speer,2/14/1986
Zhaofang,Gadepally,5/30/1986
Lijie,Azadmanesh,1/18/1986
Mountaz,Soicher,11/9/1986
Stevo,Boissier,7/8/1986
Masaki,Ducloy,5/26/1986
Qiwen,Kalafatis,1/21/1986
Luise,Botman,7/24/1986
Zhenbing,Deville,8/17/1986
Basant,Portugali,9/2/1986
Zhongwei,Maquelin,4/30/1986
Jaber,Ozeri,8/27/1986
Vincent,Munch,1/23/1986
Woody,Luan,3/16/1986
Przemyslawa,Marciano,1/24/1986
Jaideep,Stroustrup,12/2/1986
Gaurav,Unno,3/18/1986
Naftali,Heyers,1/15/1986
Taizo,Bharadwaj,11/3/1986
Masanao,Stenning,4/26/1986
Abdulla,Gronowski,3/4/1986
Bluma,Yamaashi,12/9/1986
Gor,Cooley,3/27/1986
Tse,Parhami,12/22/1986
Arco,Asser,2/3/1986
Huai,Sgarro,3/13/1986
Xiahua,Asrin,10/30/1986
Jixiang,Simmen,12/17/1986
Frazer,Rodier,11/9/1986
Ziyad,Hiraishi,7/25/1986
Salvador,Massonet,2/23/1986
Dmitry,Zwicker,4/18/1986
Jaber,Poupard,4/8/1986
Masasuke,Noriega,3/24/1986
Keung,Ghelli,1/29/1986
Oscal,Docker,11/28/1986
Troy,Heuter,9/14/1986
Elgin,Raney,9/14/1986
Ronghao,Giarratana,3/13/1986
Shirish,Ramaiah,2/22/1986
Visit,Preusig,10/31/1986
Duke,Hofman,4/1/1986
Denny,Griswold,11/10/1986
Vitali,Ladret,12/15/1986
Nishit,Esteva,9/23/1986
Khosrow,Radhakrishnan,2/24/1986
Sadok,Kroll,6/28/1986
Moon,Danley,8/26/1986
Zongyan,Osgood,8/15/1986
Masanao,Marsiglia,8/1/1986
Mostafa,Peot,11/19/1986
Dipayan,Gargeya,6/21/1986
Zhanqiu,Buescher,1/1/1986
Van,McClure,1/17/1986
Lech,Aingworth,8/16/1986
Kellyn,Billawala,2/14/1986
Danai,Pfau,8/27/1986
Kensei,Sherertz,8/14/1986
Mokhtar,Oxman,4/1/1986
Gay,Peris,6/30/1986
Kerhong,Adachi,2/20/1986
Zijian,Selenyi,12/1/1986
Josyula,Lichtman,12/12/1986
Wonhee,Vrecion,3/14/1986
Masako,Rosca,8/11/1986
Sedat,Zschoche,7/26/1986
Karoline,Busillo,5/10/1986
Berto,Zambonelli,5/22/1986
Shaunak,Penz,4/26/1986
Gro,Baaz,4/28/1986
Francoise,Gopalakrishnan,8/15/1986
Perry,Huhdanpaa,9/19/1986
Aria,Murtafg,6/22/1986
Dulce,Thorensen,2/23/1986
Qingxiang,Azulay,7/13/1986
Pradeep,Streng,2/23/1986
Pramod,Litvinov,9/17/1986
Peer,Crouzet,5/13/1986
Youjian,Morris,8/12/1986
Ohad,England,7/8/1986
Arfst,Kolinko,2/5/1986
Chinya,Trelles,9/7/1986
Vojin,Birch,4/19/1986
Zhanqiu,Siprelle,12/26/1986
Saeko,Veccia,8/25/1986
Denny,Rabehasaina,2/12/1986
Lene,Pews,4/15/1986
Xiaoheng,Birjandi,6/27/1986
Khatoun,Willoner,3/22/1986
Ferdinand,Merks,11/25/1986
Kristinn,Molenkamp,12/11/1986
Geoffry,Gihr,6/14/1986
Yannik,Boreale,2/23/1986
Mostafa,Schoegge,6/19/1986
Poorav,Goldhammer,10/3/1986
Amalendu,Murillo,5/21/1986
Lakshmi,Harllee,7/20/1986
Gil,Pettis,9/21/1986
Herbert,Thibadeau,1/14/1986
Ziva,Morrin,4/11/1986
Samphel,Fasbender,6/23/1986
Idoia,Angelopoulos,9/24/1986
Marlo,Deville,12/10/1986
Irena,Genther,1/27/1986
Krister,Zaiane,9/9/1986
Karlis,Berendt,8/4/1986
Flemming,Menhoudj,5/15/1986
Kannan,Menyhert,3/14/1986
Manibrata,Kusalik,11/10/1986
Leni,Tomescu,12/13/1986
Basant,Wynblatt,6/15/1986
Hongzhu,Garnier,10/28/1986
Leen,Bottner,2/18/1986
Tsvetan,Ramamoorthy,2/28/1986
Dipayan,Setlzner,1/9/1986
Kasturi,Majewski,5/22/1986
Constantijn,Braunschweig,3/15/1986
Zongyan,Furedi,5/16/1986
Mountaz,Mansanne,1/22/1986
Supot,Cichocki,6/30/1986
Sudharsan,Chachaty,9/10/1986
Chuanyi,McClurg,8/15/1986
Teiji,Brizzi,10/31/1986
Hitofumi,Berstel,4/25/1986
Georgy,Setiz,4/21/1986
Mark,Barriga,12/5/1986
Akeno,Mukaidono,5/3/1986
Aram,Rouquie,2/23/1986
Adin,Sethi,9/11/1986
Lein,Basart,5/5/1986
Mana,Vieri,1/26/1986
Rosli,Pepe,7/7/1986
Magdalena,Khalil,7/27/1986
Petter,Pettit,7/31/1986
Zijian,Pehl,12/19/1986
Haldun,Plotkin,12/6/1986
Ronnie,Fendler,12/26/1986
Dmitri,Sadowski,5/23/1986
Adam,Wilfing,5/9/1986
Pascal,Worfolk,2/13/1986
Shimshon,Baca,11/22/1986
Rosli,Linares,11/1/1986
Navid,Ishibashi,7/20/1986
Guiseppe,Ernst,11/4/1986
Huan,Swen,11/14/1986
Salvador,Srimani,12/23/1986
Sungwon,Emmart,2/3/1986
Vishwani,Hatcliff,2/19/1986
Sadun,Ambroszkiewicz,2/20/1986
Nigel,Bodoff,2/18/1986
Kankanahalli,Hofmeyr,1/11/1986
Urs,Rothe,9/29/1986
Kristof,Ferretti,11/19/1986
Moto,Perelgut,8/2/1986
Remzi,Munke,10/25/1986
Chenye,Heijenga,5/24/1986
Serge,Ruther,3/9/1986
Shigeichiro,Brendel,8/27/1986
Ortrun,Cherinka,11/15/1986
Bedir,Ranta,10/13/1986
Boaz,Gerteisen,11/6/1986
Larisa,Perin,5/14/1986
Bodh,Conia,11/10/1986
Patricio,Masaki,3/26/1986
Tzu,Reistad,7/8/1986
Weiye,Khasidashvili,12/26/1986
Poornachandra,Schmittgen,2/7/1986
Fan,Schaaf,6/21/1986
Irene,Kawashima,6/11/1986
Weiru,Perry,8/24/1986
Shao,Ibel,8/17/1986
Chinya,Snyers,10/30/1986
Sumant,Schoegge,9/24/1986
Hitomi,Himler,8/13/1986
Xinglin,Scharstein,11/19/1986
Georgy,Egerstedt,3/8/1986
Tristan,Raoux,1/2/1986
Jaana,Rabejac,6/18/1986
Ortrud,Rusterholz,5/28/1986
Yonghoan,Georgatos,1/12/1986
Abdelghani,Miyakawa,10/6/1986
Sariel,Uhrik,4/13/1986
Monique,Clemencon,8/13/1986
Arto,Gecseg,8/9/1986
Przemyslawa,Bennet,11/28/1986
Miomir,Otillio,9/21/1986
Atreye,Schwabacher,7/30/1986
Heping,Ranst,8/29/1986
Aloys,Vigier,6/19/1986
Weiyi,Pfau,12/24/1986
Brewster,Ermel,9/9/1986
Manu,Rajcani,9/14/1986
Rafols,Cooley,8/20/1986
Zhongwei,Dichev,10/8/1986
Ger,Wendorf,8/28/1986
Rosli,Vickson,4/3/1986
Abdelkader,Leslie,10/19/1986
Chuanyi,Solovay,10/11/1986
Volkmar,Schade,9/7/1986
Huiqun,Meriste,3/11/1986
Mats,Quadeer,5/5/1986
Zhenhua,Cools,1/24/1986
Denny,Eiron,11/9/1986
Denis,Hempstead,8/5/1986
Jiafu,Gulla,1/24/1986
Shuichi,Werthner,6/18/1986
Dekang,Baer,12/19/1986
Koldo,Clouatre,8/20/1986
Anneke,Porenta,2/15/1986
Ger,Naumovich,10/10/1986
Vishv,Speckmann,10/12/1986
Bodh,Diderrich,1/29/1986
Cullen,Lupu,1/16/1986
Mechthild,Alpin,1/26/1986
Erzsebet,Bazelow,1/27/1986
Chuanyi,Zaiane,10/21/1986
Feixiong,Joslin,5/12/1986
Danae,Borovoy,9/9/1986
Lein,Fargier,11/4/1986
Shahaf,Rosti,2/4/1986
Haldun,Paciorek,10/1/1986
Hideo,Harllee,7/1/1986
Arlette,Lindenbaum,3/22/1986
Uli,Lienhardt,11/4/1986
Dzung,Mahnke,10/24/1986
Valery,Llado,8/12/1986
Salvador,Rabejac,11/25/1986
Masali,Fasbender,5/18/1986
Boalin,Anick,11/21/1986
Alexius,Landherr,9/3/1986
Toshimo,Beerel,5/22/1986
Ronnie,Schaar,12/28/1986
Lihong,Denos,12/30/1986
Palash,Renear,9/22/1986
Guenter,Crooks,11/28/1986
Tuval,Mansanne,4/8/1986
Arie,Coullard,11/1/1986
Vishwani,Vendrig,11/2/1986
Guadalupe,Raney,8/20/1986
Sigeru,Sigstam,4/29/1986
Erzsebet,Yurov,7/22/1986
Shietung,Godskesen,6/10/1986
Danai,Kuhnemann,10/17/1986
Dayanand,Hitomi,7/4/1986
Miyeon,Gyimothy,10/31/1986
Naftaly,Jiafu,8/23/1986
Chriss,Fasbender,3/30/1986
Masamitsu,Heering,12/3/1986
Dannz,Huhdanpaa,11/6/1986
Patricio,Mattern,11/25/1986
Pasqua,Muntz,12/11/1986
Toshimitsu,Arlazarov,1/5/1986
Hatim,Lund,8/9/1986
Gaurav,Wossner,2/23/1986
Hidde,Papsdorf,3/10/1986
Mang,Takanami,5/18/1986
Zongyan,Chimia,4/15/1986
Giri,Mitzlaff,7/25/1986
Thodoros,Lunt,1/10/1986
Tru,Fargier,4/10/1986
Yucai,Milicia,3/5/1986
Yakkov,Auyong,4/7/1986
Josyula,Siepmann,1/28/1986
Shaleah,Giveon,5/11/1986
Jaber,Krohm,1/25/1986
Xinglin,Masand,6/2/1986
Arne,Koblick,12/16/1986
Zine,Baumann,5/3/1986
Ramachenga,Pramanik,6/11/1986
Karlis,Fujisaki,1/15/1986
